"Story","Title","Result","Date","Stability","Duration (s)"
"Consultar tiquetes solo ida","Jennifer quiere viajar de Medellin a Cali y quiere ver los vuelos disponibles","PENDING","2018-04-24T15:24:15.556-05:00[America/Bogota]","0.0","16.56"
