"Story","Title","Result","Date","Stability","Duration (s)"
"Consultar tiquetes solo ida","Jennifer quiere viajar de Medellin a Cali y quiere ver los vuelos disponibles","ERROR","2018-04-24T14:58:29.472-05:00[America/Bogota]","0.0","13.85"
