"Story","Title","Result","Date","Stability","Duration (s)"
"Consultar tiquetes solo ida","Jennifer quiere viajar de Medellin a Cali y quiere ver los vuelos disponibles","SUCCESS","2018-04-23T15:37:49.977-05:00[America/Bogota]","0.0","34.53"
